place_id,place_name,review_id,rating,review_text,published_at,published_at_date,response_from_owner_text,response_from_owner_ago,response_from_owner_date,review_likes_count,total_number_of_reviews_by_reviewer,total_number_of_photos_by_reviewer,is_local_guide,review_translated_text,response_from_owner_translated_text
ChIJq6cNWACLUjoRkxlEs3tcUL8,Kundrathur Vasanth and Co,ChZDSUhNMG9nS0VJQ0FnSUNIX3NEYURBEAE,4,Good experience on retailing staff approach and behaviour were friendly Showroom seems to be very spacious and cleanliness  Great shopping experience,4 days ago,2024-09-06 12:49:52.601508,,,,0,22,15,True,,
ChIJq6cNWACLUjoRkxlEs3tcUL8,Kundrathur Vasanth and Co,ChZDSUhNMG9nS0VJQ0FnSUQ3cXNHZE5REAE,1,Worst experience purchasing items it s been four days yet product is not delivered poor customer response and floor manager barath without proper knowledge giving fake assurance who is not even aware of in-house stock details I don t understand why these guys bill the product when there is no stock available in warehouse this branch is spoiling the entire Vasanth and co reputation totally unsatisfied rating 1 star as there is no option for no star because this branch is not even fit for rating single star,2 weeks ago,2024-08-27 12:49:52.618067,,,,0,5,,False,,
ChIJq6cNWACLUjoRkxlEs3tcUL8,Kundrathur Vasanth and Co,ChdDSUhNMG9nS0VJQ0FnSURiXzdPQmt3RRAB,1,"There is no parking it seems, i tried parking two wheeler in front of shop, staff informed to park in the road since place in front of shop reserved for their employees,  when i shown my dissatisfaction one smart staff said you can park in staff area but you may not be able to take since other vehicles would be parked behind. When i cant park my vehicle safely how will i buy inside peacefully.... that smart staff was scolding security, i said he is following instruction,  he started shouting at me. I just left ........very bad experience......i think Vasanth & co should improve....they have grown  much higher so no need to give importance to customers",4 weeks ago,2024-08-13 12:49:52.664946,,,,1,8,,False,,
ChIJq6cNWACLUjoRkxlEs3tcUL8,Kundrathur Vasanth and Co,ChZDSUhNMG9nS0VJQ0FnSUNibnNqcU9REAE,5,,a month ago,2024-08-10 12:49:52.696895,,,,0,3,16,False,,
ChIJq6cNWACLUjoRkxlEs3tcUL8,Kundrathur Vasanth and Co,ChZDSUhNMG9nS0VJQ0FnSUNic3FMVWZ3EAE,1,,a month ago,2024-08-10 12:49:52.699480,,,,0,1,2,False,,
ChIJq6cNWACLUjoRkxlEs3tcUL8,Kundrathur Vasanth and Co,ChdDSUhNMG9nS0VJQ0FnSURya01qVl9BRRAB,1,Dont purchase..all second quality products..no return policy too...rude behaviour by staffs..,a month ago,2024-08-10 12:49:52.728552,,,,0,3,,False,,
ChIJq6cNWACLUjoRkxlEs3tcUL8,Kundrathur Vasanth and Co,ChdDSUhNMG9nS0VJQ0FnSUNMdVpHZW13RRAB,1,Kundrathu vasantham &co electronics heavy rate no customer response Saturday Sony TV I am shopping no delivery no response Indian number one dealer worst dealer waste shopping,2 months ago,2024-07-10 12:49:52.748606,,,,1,3,,False,,
ChIJq6cNWACLUjoRkxlEs3tcUL8,Kundrathur Vasanth and Co,ChdDSUhNMG9nS0VJQ0FnSUNMeVpMazdnRRAB,5,No 1 home appliances showroom of world class brands at lowest price and best service ever,2 months ago,2024-07-10 12:49:52.759958,,,,0,3,9,False,,
ChIJq6cNWACLUjoRkxlEs3tcUL8,Kundrathur Vasanth and Co,ChdDSUhNMG9nS0VJQ0FnSUNMeWNUdzJRRRAB,5,All products super,2 months ago,2024-07-10 12:49:52.783970,,,,0,2,,False,,
ChIJq6cNWACLUjoRkxlEs3tcUL8,Kundrathur Vasanth and Co,ChZDSUhNMG9nS0VJQ0FnSUR6eEpmekVBEAE,5,,3 months ago,2024-06-10 12:49:52.795537,,,,0,1,24,True,,
ChIJq6cNWACLUjoRkxlEs3tcUL8,Kundrathur Vasanth and Co,ChdDSUhNMG9nS0VJQ0FnSURqalptV2xnRRAB,5,,4 months ago,2024-05-10 12:49:53.877484,,,,0,1,1,False,,
ChIJq6cNWACLUjoRkxlEs3tcUL8,Kundrathur Vasanth and Co,ChZDSUhNMG9nS0VJQ0FnSURqNG96N0hREAE,5,My favourite Home Appliances Vasanth & Co Coming Soon kundrathur,4 months ago,2024-05-10 12:49:53.904742,,,,2,28,818,True,,
ChIJzyUPYRphUjoRBJQhC63p_V8,VASANTH & CO,ChRDSUhNMG9nS0VJQ0FnSUNIMjk5MRAB,1,"i have purchased the tv and ac in vasanthan co, ac section was follow nicely throught out my installation ,but tv section they didnt call are tell any thing properly , i was called to customer she given the phone to suresh i think the way he spoken was not good ,not given proper answer.Please treat the people kindly",21 hours ago,2024-09-09 15:49:52.979945,Sorry for the inconvenience. Request you to kindly share your contact and invoice details to +91 7824837672( WhatsApp/ message) .We shall share your message to the concerned team for clarification and for the needful support.,21 hours ago,2024-09-09 15:49:52.979945,0,3,,False,,
ChIJzyUPYRphUjoRBJQhC63p_V8,VASANTH & CO,ChZDSUhNMG9nS0VJQ0FnSUNIamZ6RExnEAE,1,"You go, check products buy it and pay it. Then its done. Neither They will not deliver the products on time or they wont take your calls. Your frustrations will peak up. When you go directly, they promise something and in reality it wont happen. Totally frustrated. Booked it 2 days back and yet to get the package.",2 days ago,2024-09-08 12:49:53.072350,Sorry for the inconvenience. Request you to kindly share your contact and invoice details to +91 7824837672( WhatsApp/ message) .We shall share your message to the concerned team for clarification and for the needful support.,a day ago,2024-09-09 12:49:53.072350,0,7,3,False,,
ChIJzyUPYRphUjoRBJQhC63p_V8,VASANTH & CO,ChZDSUhNMG9nS0VJQ0FnSUNIeXNiN0VnEAE,1,"Dont want to give even 1 star.....Porur vasanth & co is very worst salesmans..... I planned to buy TV and asked them to give price as per their near competor (reliance, the Chennai mobiles) , but the sales person are very rude and they are telling to customer , we will fix our price and dont care about others price(they think that  customer will pay more money when other competitors offers low or actual price) I think their staffs only focusing on incentives not for selling products for reasonable price..... Its my experience and Informing people that please check other sellers original product price before buying from vasanth & co...",6 days ago,2024-09-04 12:49:53.120388,Sorry for the inconvenience. Request you to kindly share your contact and invoice details to +91 7824837672. We would like to listen from you in detail about your concern and shall share your message to the concerned team for clarification and for the needful support.,5 days ago,2024-09-05 12:49:53.120388,0,7,,False,,
ChIJzyUPYRphUjoRBJQhC63p_V8,VASANTH & CO,ChZDSUhNMG9nS0VJQ0FnSUM3cDllZmV3EAE,1,"DISSATISFIED CUSTOMER ..... I am not inclined to give any rating for the delivery service made b you - unfortunately am unable to post my review without clicking the star - that is why I had to give 1-star rating ;;; if you ask me, I will give - (minus) 100 - Strong NEGATIVE star rating I have placed an order for Samsung refrigerator & Washing machine in your outlet in Porur, Chennai on 13th Aug 2024 with immediate payment.  Your executive Mr Raghavan has committed to me that the fridge will be delivered to my residence in Mangadu on 15th August and it was notified in all papers and the washing machine on 20th August in ARumbakkam, Chennai.  On 15th August late evening when I had called Raghavan about delivery status ( not delivered as committed - false commitment made ) I was informed that the loading will be made on 16th morning and the delivery will happen on 16th ; I had to call and find out ; he did not have basic courtesy to inform the customer about the delayed delivery.  AGain I called on 16th afternoon to inform him about a death condolence in my family and have requested for delivery on 17th Aug.  On 17th Aug morning when I called him - he committed to me that he would call me in 10 minutes after checking the delivery status which he has not done till 18th evening.  From 18th morning, we have been frantically contacting him to know the status and he was not able to give us a clear picture about the delivery.  Suddenly the driver called at 330 pm on 18th asking us to share the landmark to reach my residence by then I was not at home and requested for a late evening delivery after 8 pm.  I had to escalate this issue with the branch managers / floor manager and finally Raghavan accepted that he has not sent the note for delivery on 15th which was the reason for immense delay.  Again on 18th continuous calls to ensure the delivery happens ; then he agreed to send the fridge through Porter service as VAsanth & Co delivery van was not available for the same route.  At about 10.20 pm, the fridge arrived in my residence and Raghavan also accompanied the porter vehicle ; he asked us to pay Rs.200/- towards handling charges which I refused to pay as it is your responsibility to deliver @ free of cost.  When I refused, he raised his hand above his head and said  In future Pls do not come to Vasanth & Co  for any purchase.  What a customer service ????? What sort of Executives you have in your outlet ??? They themselves inform customers NOT to visit for purchase. ....  We have made a mistake of reaching your outlet for this purchase.  Shameful act by your outlet people ......",3 weeks ago,2024-08-20 12:49:53.231423,"Dear Sir, sorry for the inconvenience caused. By referring the details that you have shared in WhatsApp +91 7824837672, we will be forwarding the concern to the respective showroom to provide clarification and for a corrective action.",3 weeks ago,2024-08-20 12:49:53.231423,1,5,,False,,
ChIJzyUPYRphUjoRBJQhC63p_V8,VASANTH & CO,ChdDSUhNMG9nS0VJQ0FnSUNiNXN2MTFRRRAB,4,,a month ago,2024-08-10 12:49:53.794828,,,,0,,,,,
ChIJzyUPYRphUjoRBJQhC63p_V8,VASANTH & CO,ChdDSUhNMG9nS0VJQ0FnSURMMU0yS3JRRRAB,1,This is not Vasanth & co actually this is Waste & co. Had such a bad experience buying an Air conditioner from this branch. Initially I had a choice to buy LG brand. Somehow they brainwashed me and sold a worst brand Panasonic. I purchased it on 02/06/2024. They promised to deliver in 2 days but delivered after 5 days. After installation the outdoor unit seems to be defective in manufacture and not working properly. After so many visits by technicians the issue has not solved. I m fed up reaching the outlet and asking for replacement. They never care about the issue and the executives are so unprofessional. They always give false commitments. Never ever trust this Vasanth & Co in your life. One of the worst brand and they are not concerned about the customer pain. Until today I m unable to use the AC and no proper solution provided. I m reaching out you all here to brief about my bad experience with this worst brand. NEVER EVER TRUST VASANTH & CO,2 months ago,2024-07-10 12:49:53.822705,Sorry for the inconveniences. Kindly share us your contact and invoice details to +91 78248 37672 or feel free to contact in the given number. We shall forward the details to the concerned team to provide clarification on your concern and for the needful support.,2 months ago,2024-07-10 12:49:53.822705,2,6,,False,,
ChIJzyUPYRphUjoRBJQhC63p_V8,VASANTH & CO,ChZDSUhNMG9nS0VJQ0FnSUNMc1pEWVN3EAE,1,I registered an LG TV in your company by paying a down payment of one thousand rupees. They registered the TV without paying the rest. They ask you to pay the first months installment and you should be punished I have cancel the tv in your showroom,2 months ago,2024-07-10 12:49:54.109302,Sorry for the inconveniences. Kindly share us your contact details to +91 78248 37672 or feel free to contact in the given number. We would like to listen from you in detail about your concern and shall share your message to the concerned team for a corrective action.,2 months ago,2024-07-10 12:49:54.109302,0,1,,False,,
ChIJzyUPYRphUjoRBJQhC63p_V8,VASANTH & CO,ChdDSUhNMG9nS0VJQ0FnSUNMbkxmdWd3RRAB,1,Poor after sale service. Their installation partner never responds to call. Customer has to follow up for installation,2 months ago,2024-07-10 12:49:54.397360,Sorry for the inconvenience caused. Kindly share us your contact and invoice details to +91 78248 37672 or feel free to contact in the given number. We shall forward the details to the concerned team to provide clarification on your concern and for the needful support.,2 months ago,2024-07-10 12:49:54.397360,0,9,,False,,
ChIJzyUPYRphUjoRBJQhC63p_V8,VASANTH & CO,ChdDSUhNMG9nS0VJQ0FnSUNMaExuNHBnRRAB,4,Very big mall for home appliances placed in main road near to busstand transportation facilities is good... service also good,2 months ago,2024-07-10 12:49:54.588855,Thank you for your feedback.,2 months ago,2024-07-10 12:49:54.588855,0,183,1380,True,,
ChIJzyUPYRphUjoRBJQhC63p_V8,VASANTH & CO,ChdDSUhNMG9nS0VJQ0FnSUN6aG8yemhnRRAB,1,The worst customer service Worst delivery service pls don t buy there Once we buy a product then they don t care about customer Very cheap marketing techniques,3 months ago,2024-06-10 12:49:54.662942,Sorry for the inconvenience caused. Kindly share us your contact number and invoice details to +91 78248 37672 or feel free to contact in the given number. We would like to listen from you in detail about your concern and shall share your message to the concerned manufacturer team for the needful support.,3 months ago,2024-06-10 12:49:54.662942,0,8,,False,,
ChIJzyUPYRphUjoRBJQhC63p_V8,VASANTH & CO,ChZDSUhNMG9nS0VJQ0FnSURUcTl2Z01BEAE,4,,3 months ago,2024-06-10 12:49:56.067758,,,,0,62,5,True,,
ChIJzyUPYRphUjoRBJQhC63p_V8,VASANTH & CO,ChdDSUhNMG9nS0VJQ0FnSUNUaDdTMHdnRRAB,5,,3 months ago,2024-06-10 12:49:56.094569,,,,0,1,,False,,
ChIJzyUPYRphUjoRBJQhC63p_V8,VASANTH & CO,ChZDSUhNMG9nS0VJQ0FnSUNUMW91WmV3EAE,1,I bought a AC and was promised that delivery and installation will happen by today.Yet to even get the product.I purchased at Porur Store.Not sure why people want to sell if they cant commit.They  only take care until you pay them.After Service Sucks.When I call them they say all sort of excuses.Long way to go to understand what is Customer Service.Pity that they cant get the after sales part correct.Shame!!,3 months ago,2024-06-10 12:49:56.120169,Sorry for the inconvenience caused. Kindly share us your contact number and invoice details to +91 78248 37672 or feel free to contact in the given number. We would like to listen from you in detail about your concern and shall share your message to the concerned team for the needful support and a corrective action.,3 months ago,2024-06-10 12:49:56.120169,0,4,,False,,
ChIJzyUPYRphUjoRBJQhC63p_V8,VASANTH & CO,ChdDSUhNMG9nS0VJQ0FnSUNUNHFfb3lRRRAB,1,Very worst costumer service new fridge buying some problem is there I call you very worst response in very care less persons my experience very very very badly dont again come in your store money waste & time waste,3 months ago,2024-06-10 12:49:56.395550,Our apologies for the inconvenience caused. We request you to share us your invoice details and contact number to 7824837672. Our customer support team shall contact you to listen further and shall share your message to the concerned team for the needful support.,3 months ago,2024-06-10 12:49:56.395550,0,6,,False,,
ChIJzyUPYRphUjoRBJQhC63p_V8,VASANTH & CO,ChdDSUhNMG9nS0VJQ0FnSURqdmVHdnV3RRAB,1,,4 months ago,2024-05-10 12:49:56.545555,,,,0,,,,,
ChIJzyUPYRphUjoRBJQhC63p_V8,VASANTH & CO,ChZDSUhNMG9nS0VJQ0FnSURqdWN1c1RREAE,1,Very worst service and installation...... we bought ac in vasanth and co showroom.... they delivered after 2 days ... but they delayed in installation rude behaviour with staff... they didnt gave proper reasons for us... dont buy anything from this show room... very worst behaviour and very money minded. Here after we wont buy any product from this show room dont suggest any person to vasanth and co,4 months ago,2024-05-10 12:49:56.566748,Sorry for the inconvenience caused. Kindly share us your contact number and invoice details to +91 78248 37672 or feel free to contact in the given number. We would like to listen from you in detail about your concern and shall share your message to the concerned team to provide clarification on your concern.,4 months ago,2024-05-10 12:49:56.566748,1,2,,False,,
ChIJzyUPYRphUjoRBJQhC63p_V8,VASANTH & CO,ChdDSUhNMG9nS0VJQ0FnSURqem9PYzR3RRAB,1,"WE PURCHASED ONE WHIRLPOOL AC ON 27.04.24 AND TILL TODAY 03.05.24 INSTALLATION HAS NOT BEEN MADE. THERE IS NO RESPONSE FROM THE DEALER SIDE, THEIR MAIN AIM IS ONLY TO SELL THE PRODUCT, THEY DONT TRY TO FULFIL THE CUSTOMERS NEEDS. THEY ARE CHEATING AND BLAMMING OTHERS. DONT GO THERE TO BUY PRODUCTS. WORST SERVICE, NOT EVEN READY TO GIVE EVEN A SINGLE STAR",4 months ago,2024-05-10 12:49:56.732518,Sorry for the inconvenience caused. Kindly share us your contact number to +91 78248 37672 or feel free to contact in the given number. We would like to listen from you in detail about your concern and shall share your message to the concerned team for a corrective action.,4 months ago,2024-05-10 12:49:56.732518,0,2,,False,,
ChIJzyUPYRphUjoRBJQhC63p_V8,VASANTH & CO,ChZDSUhNMG9nS0VJQ0FnSURqalAyaEV3EAE,1,They dont keep their word. The executive or in charge wont respond or attend phone call.the delivery commitment wont be satisfied.,4 months ago,2024-05-10 12:49:56.891952,Sorry for the inconvenience caused. Kindly share us your contact number to +91 78248 37672 or feel free to contact in the given number. We would like to listen from you in detail about your concern and shall share your message to the concerned team for a corrective action.,4 months ago,2024-05-10 12:49:56.891952,0,25,2,True,,
ChIJzyUPYRphUjoRBJQhC63p_V8,VASANTH & CO,ChZDSUhNMG9nS0VJQ0FnSURqc05hR2F3EAE,1,Do not want to give even a single star.  Absolutely no process followed. They do not care after sales. They dont give you any update on delivery. You need to followup. Better go for online or some other shop who values customer. These people have outlets in many places but not able to manage. Do not know whether the owner owns the shop or he depends on his useless team. So many negative reviews for this store already. They are still in the business since it was built by someone for ages. Now the reputation is tarnished. Value your customers if you want to be in business,4 months ago,2024-05-10 12:49:57.061829,Sorry for the inconvenience caused. Kindly share us your contact number and invoice details to +91 78248 37672 or feel free to contact in the given number. We would like to listen from you in detail about your concern and shall share your message to the concerned team for a corrective action.,4 months ago,2024-05-10 12:49:57.061829,6,31,,True,,
ChIJzyUPYRphUjoRBJQhC63p_V8,VASANTH & CO,ChdDSUhNMG9nS0VJQ0FnSUNqcjl1YWh3RRAB,1,"4 days ago NEW I buy LG ac 16.4.2024 but installation take long duration ,The staffs r not responding the calls properly.",4 months ago,2024-05-10 12:49:57.240640,Sorry for the inconvenience caused. Kindly share us your contact number and invoice details to +91 78248 37672 or feel free to contact in the given number. We would like to listen from you in detail about your concern and shall share your message to the concerned team for a corrective action.,4 months ago,2024-05-10 12:49:57.240640,0,2,,False,,
ChIJzyUPYRphUjoRBJQhC63p_V8,VASANTH & CO,ChZDSUhNMG9nS0VJQ0FnSUNqeDlLTkRREAE,3,"My all home appliances from small to big, by generation we use to buy in vasanth and co. But this time I felt its not worth buying anymore here. Its not big deal for an reputated store to loose a customer and the same time we not getting anything for free of cost, the same can be purchased on somewhere else for us too. Its not about the product but the service provided by the particular person and the concerned manager is disgusting. Usually I wont comment in reviews but the experience made me to do so.  Making 10 people standing in the entrance doesnt make the service better, try to be empathetic and you are not offering anything for free.",4 months ago,2024-05-10 12:49:59.395457,Sorry for the inconvenience caused. Kindly share us your contact number and invoice details to +91 78248 37672 or feel free to contact in the given number. We would like to listen from you in detail about your concern and shall share your message to the concerned team for a corrective action.,4 months ago,2024-05-10 12:49:59.395457,2,3,,False,,
ChIJzyUPYRphUjoRBJQhC63p_V8,VASANTH & CO,ChZDSUhNMG9nS0VJQ0FnSUNqaWMzaUJ3EAE,2,I buy from ac 15.4.2024 but installation take long duration,4 months ago,2024-05-10 12:49:59.666650,Sorry for the inconvenience caused. Kindly share us your contact number and invoice details to +91 78248 37672 or feel free to contact in the given number. We would like to listen from you in detail about your concern and shall share your message to the concerned team for a corrective action.,4 months ago,2024-05-10 12:49:59.666650,0,1,,False,,
ChIJzyUPYRphUjoRBJQhC63p_V8,VASANTH & CO,ChdDSUhNMG9nS0VJQ0FnSUNqckpiVnVnRRAB,1,Very worst service from vasanth & co wasting the time unnecessarily.... The staffs r not responding for the calls....the staffs dont no the product stocks availability in goots... If its countines u will loss the customers.. We r very disappointed by the service. Even one star also waste,4 months ago,2024-05-10 12:49:59.799509,Sorry for the inconvenience caused. Kindly share us your contact number and invoice details to +91 78248 37672 or feel free to contact in the given number. We would like to listen from you in detail about your concern and shall share your message to the concerned team for a corrective action.,4 months ago,2024-05-10 12:49:59.799509,0,2,4,False,,
ChIJzyUPYRphUjoRBJQhC63p_V8,VASANTH & CO,ChZDSUhNMG9nS0VJQ0FnSUNqOU1YLUZ3EAE,5,Good,4 months ago,2024-05-10 12:49:59.896712,Thank you for your feedback,4 months ago,2024-05-10 12:49:59.896712,1,6,2,False,,
ChIJzyUPYRphUjoRBJQhC63p_V8,VASANTH & CO,ChdDSUhNMG9nS0VJQ0FnSUNqcUxTLWtnRRAB,1,One of the worst shop Ill ever seen PPL dont waste your time hear The product for just show case only we cant able to buy sales person are just fit for nothing bunch of jerks no proper communication no response just ignoreing the calls lot of lies Simply waste,4 months ago,2024-05-10 12:49:59.929763,Sorry for the inconvenience caused. Kindly share us your contact number and invoice details to +91 78248 37672 or feel free to contact in the given number. We would like to listen from you in detail about your concern and shall share your message to the concerned team for a corrective action.,4 months ago,2024-05-10 12:49:59.929763,0,2,,False,,
ChIJzyUPYRphUjoRBJQhC63p_V8,VASANTH & CO,ChdDSUhNMG9nS0VJQ0FnSUREdDVyajRRRRAB,1,Worst experience please dont buy products in vasanth and co,4 months ago,2024-05-10 12:50:00.216295,Sorry for the inconvenience caused. Kindly share us your contact number to +91 78248 37672 or feel free to contact in the given number. We would like to listen from you in detail about your concern and shall share your message to the concerned team for a corrective action.,4 months ago,2024-05-10 12:50:00.216295,0,3,,False,,
ChIJzyUPYRphUjoRBJQhC63p_V8,VASANTH & CO,ChZDSUhNMG9nS0VJQ0FnSURENnJyM0lREAE,1,Worst service on karambakkam vasanth&co They sent me a used item Moreover they take 10 days to send me the used air conditioner,5 months ago,2024-04-10 12:50:00.363706,Sorry for the inconvenience caused. Kindly share us your contact number and Invoice details to +91 78248 37672 or feel free to contact in the given number. We would like to listen from you in detail about your concern and shall share your message to the concerned team for a corrective action.,5 months ago,2024-04-10 12:50:00.363706,0,67,26,True,,
ChIJzyUPYRphUjoRBJQhC63p_V8,VASANTH & CO,ChZDSUhNMG9nS0VJQ0FnSUREMEpqOGF3EAE,1,"I will give only one start coz there is no other option to give 0 stars,this shop is OK with multiple brands,but such a worst service I have never ever seen.sathya and rasi and co is better than this. am a regular visitor to this shop,iam product uptater person will go for new offen,i have purchased fridge wsh machine and few more things.but I took furniture and our other ac in both the the places they welcomed well and they delivered very fast and the sales person was updating,but this vasanthan co staffs are really wost cum worst,y telling commonly,am particular at ac wost sales person.the staffs in ac section is really worsetes guys ever.they will stand and laugh instead of explaining us.finace persons (girls) and sales will be spending time on talking their personal.y this showroom is getting this kind of sales guys?spoiling their reputation and brand name me hiring this disgusting and illiterate,manner less staffs,then now a days if we call they dont even talk politily,they dont even pic our calls.such a wost experience,i took off for the delivery.waste of my time and money in getting applaince in tuis place.if any magement guys see this pls try to give a better service.time is presious dont waste others time.",5 months ago,2024-04-10 12:50:00.536801,Sorry for the inconvenience caused. Kindly share us your contact number to +91 78248 37672 or feel free to contact in the given number. We would like to listen from you in detail about your concern and shall share your message to the concerned team for a corrective action.,5 months ago,2024-04-10 12:50:00.536801,1,5,3,False,,
ChIJzyUPYRphUjoRBJQhC63p_V8,VASANTH & CO,ChdDSUhNMG9nS0VJQ0FnSUNEd3RtTGlRRRAB,3,VASANTH & CO offers a variety of electronics with different brands. They have financing options and provide bike parking for customers. Heres a breakdown of my experiences: Positives: Wide selection of electronics Financing options available Convenient bike parking Negatives: Inconsistent customer service,5 months ago,2024-04-10 12:50:00.650957,Thank you for your feedback. We shall forward the details to the concerned team for the corrective action.,5 months ago,2024-04-10 12:50:00.650957,0,68,240,True,,
ChIJzyUPYRphUjoRBJQhC63p_V8,VASANTH & CO,ChdDSUhNMG9nS0VJQ0FnSUQ5MTluWXBBRRAB,5,Good customer service rate reasonable price,5 months ago,2024-04-10 12:50:00.754501,Thank you for your valuable feedback.,5 months ago,2024-04-10 12:50:00.754501,0,7,,False,,
ChIJzyUPYRphUjoRBJQhC63p_V8,VASANTH & CO,ChdDSUhNMG9nS0VJQ0FnSUQ5bzZTZmt3RRAB,1,Worst Experience.Customer support at Vasant and Co is not good at all as I have experienced several times.  Again and again they did not support at all,5 months ago,2024-04-10 12:50:02.177947,Sorry for the inconvenience caused. Kindly share us your contact number to +91 78248 37672 or feel free to contact in the given number. We would like to listen from you in detail about your concern and shall share your message to the concerned team for a corrective action.,5 months ago,2024-04-10 12:50:02.177947,0,7,1,False,,
ChIJzyUPYRphUjoRBJQhC63p_V8,VASANTH & CO,ChdDSUhNMG9nS0VJQ0FnSUM5aTdyZ25nRRAB,1,I will give only 0 star rating on this store. Very very very worst customer support I never ever seen before. Please dont buy any product on this particularly in Vasanth and Co kattupakkam branch. I mentioned which product  is worst dont buy any Smart and LED TV  particularly  on LG products.LG is the very very worst customer  support. I purchased on LG smart TV on last year November. Am identified the single dot pixel  issue on my TV.Still the date no body is response  on my issues both the LG side  and  Vasanth and Co  side.Here after my humble request to see my review and my comments Dont buy any products on this particular store.,6 months ago,2024-03-10 12:50:02.235446,Sorry for the inconvenience caused. Kindly share your contact or invoice details to +91 78248 37672 or feel free to contact in the given number. We would like to listen from you in detail about your concern and shall share your message to the concerned team for a corrective action.,5 months ago,2024-04-10 12:50:02.235446,0,8,,False,,
ChIJzyUPYRphUjoRBJQhC63p_V8,VASANTH & CO,ChdDSUhNMG9nS0VJQ0FnSUR0bUlMaXJnRRAB,1,Very worst branch of vasanth & co i purchase the liebherr refrigerator on 26/ 01/ 2024 in ready cash full amount aana innum ennaku product recieve aagala delivery department is very worst na call pannalum ennaku response pannala  na Anga poi kktalum ennaku sariyana response kudukala ennaku product 29/ 01 / 2024 delivery panranu sonnaga apo ennaku varala na 31 / 01 / 2024 Anga poi kktan 01 / 02 / 2024 delivery panranu sonnga na 01 / 02 / 2024 call panni kkumpothu product innaiku nit 9o clock kulla vanthurum nu fake comments kudukuranga aana ennaku ippo varaikum product delivery pannala Inga product vangalama vennamanu neega yosichi vangunga,7 months ago,2024-02-10 12:50:02.390095,Sorry for the inconvenience. Request you to share your contact details to +91 78248 37672 or feel free to contact in the given number. We would like to listen from you in detail and shall share your message to the concerned team for a corrective action.,7 months ago,2024-02-10 12:50:02.390095,0,9,,False,Very worst branch of vasanth & co i purchase the liebherr refrigerator on 26/ 01/ 2024 in ready cash full amount aana innum ennaku product recieve aagala delivery department is very worst na call pannalum ennaku response pannala na Anga poi kktalum ennaku sariyana response kudukala ennaku product 29/ 01 / 2024 delivery panranu sonnaga apo ennaku varala na 31 / 01 / 2024 Anga poi kktan 01 / 02 / 2024 delivery panranu sonnga na 01 / 02 / 2024 call panni kkumpothu product innaiku nit 9o clock kulla vanthurum nu fake comments kudukuranga aana ennaku ippo varaikum product delivery pannala Inga product vangalama vennamanu neega yosichi vangunga,
ChIJzyUPYRphUjoRBJQhC63p_V8,VASANTH & CO,ChdDSUhNMG9nS0VJQ0FnSUN0ellfdzh3RRAB,1,"Very very worst service, dont go here very very cheating people, also no quality",7 months ago,2024-02-10 12:50:02.749175,Sorry for the inconvenience. Request you to share your contact details to +91 78248 37672 or feel free to contact in the given number. We would like to listen from you in detail and shall share your message to the concerned team for a corrective action.,7 months ago,2024-02-10 12:50:02.749175,0,6,,False,,
ChIJzyUPYRphUjoRBJQhC63p_V8,VASANTH & CO,ChZDSUhNMG9nS0VJQ0FnSUN0OWZUSkRnEAE,1,"Ver very worst service. When u call for service for your home appliance, they never respond, dont visit here, horrible experience",7 months ago,2024-02-10 12:50:03.116374,Sorry for the inconvenience. Request you to share your contact and invoice details to +91 78248 37672 or feel free to contact in the given number. We would like to listen from you in detail and shall share your message to the concerned team for the needful.,7 months ago,2024-02-10 12:50:03.116374,0,2,,False,,
ChIJzyUPYRphUjoRBJQhC63p_V8,VASANTH & CO,ChZDSUhNMG9nS0VJQ0FnSUN0bEkyNGRBEAE,5,Best shop n showroom ever,7 months ago,2024-02-10 12:50:03.235524,Thank you for your valuable feedback.,7 months ago,2024-02-10 12:50:03.235524,0,22,3,False,,
ChIJzyUPYRphUjoRBJQhC63p_V8,VASANTH & CO,ChZDSUhNMG9nS0VJQ0FnSUNOcGMyNlFREAE,1,,7 months ago,2024-02-10 12:50:03.471936,,,,0,8,9,True,,
ChIJzyUPYRphUjoRBJQhC63p_V8,VASANTH & CO,ChZDSUhNMG9nS0VJQ0FnSUMxbnR5SEd3EAE,5,,8 months ago,2024-01-10 12:50:03.495211,,,,0,,,,,
ChIJzyUPYRphUjoRBJQhC63p_V8,VASANTH & CO,ChdDSUhNMG9nS0VJQ0FnSURWdi0zVWxnRRAB,1,"Should have given 0 if it is available, came to buy Crompton highspeed varient fan, however they quoted highprice first, then I gave details about the pricing through my enquiry they are reducing their to match my price, then I purchased the product. At the time of billing they reduced even lesser price they committed. However they have given totally different varient which cost way lesser than mine. Once I opened the product then only I came to know. When approach the store regarding this Mr.Pandian from first floor manager , blamed me and response was very rude. Post that he asked me to write a letter to exchange the same. Finally I got the product and paid huge amount than the market price. For refund he asked me to wait 15 days.I feel like cheated and behaviour of store people are not friendly. Will not purchase any product from them hereafter. It was horrible and I suffered two days even after the purchase made.",8 months ago,2024-01-10 12:50:03.522988,Sorry for the inconvenience. Kindly share your contact and invoice details to +91 78248 37672 or feel free to contact in the given number. We would like to listen from you in detail and shall share your message to the concerned team for the needful support.,8 months ago,2024-01-10 12:50:03.522988,1,8,,False,,
