place_id,name,reviews,main_category,categories,rating,address,link,query,description,is_spending_on_ads,competitors,website,can_claim,owner_name,owner_profile_link,featured_image,workday_timing,is_temporarily_closed,closed_on,phone,review_keywords
ChIJkSDUJy9nUjoR6N52ODMCAPQ,Croma - G N Chetty Road,77,Electronics store,"Electronics store, Appliance store, Computer accessories store, Refrigerator store",4.8,"Arihant Vista, Gopathi Narayanaswami Chetty Rd, T. Nagar, Chennai, Tamil Nadu 600017",https://www.google.com/maps/place/Croma+-+G+N+Chetty+Road/data=!4m7!3m6!1s0x3a52672f27d42091:0xf40002333876dee8!8m2!3d13.042395!4d80.235768!16s%2Fg%2F11vqh39k87!19sChIJkSDUJy9nUjoR6N52ODMCAPQ?authuser=0&hl=en&rclk=1,croma electronic store in chennai,*****,*****,*****,*****,*****,*****,*****,*****,*****,*****,*****,*****,*****
ChIJl4WWzRRnUjoRM2v_5hUeBro,Croma - Kilpauk,824,Electronics store,"Electronics store, Appliance store, Computer accessories store, Refrigerator store",4.9,"Old No 95, New No 178, Poonamallee High Rd, Kilpauk, Chennai, Tamil Nadu 600010",https://www.google.com/maps/place/Croma+-+Kilpauk/data=!4m7!3m6!1s0x3a526714cd968597:0xba061e15e6ff6b33!8m2!3d13.0768141!4d80.2392372!16s%2Fg%2F11vsh9gn_w!19sChIJl4WWzRRnUjoRM2v_5hUeBro?authuser=0&hl=en&rclk=1,croma electronic store in chennai,*****,*****,*****,*****,*****,*****,*****,*****,*****,*****,*****,*****,*****
ChIJDclTwuBjUjoRClBfVo8yqy0,Croma - Ambattur,5278,Electronics store,"Electronics store, Appliance store, Computer accessories store, Refrigerator store",4.8,"Door No 13 Plot, 8A, Ambattur Red Hills Rd, Secretariat Colony, Venkatapuram, Ambattur, Chennai, Tamil Nadu 600053",https://www.google.com/maps/place/Croma+-+Ambattur/data=!4m7!3m6!1s0x3a5263e0c253c90d:0x2dab328f565f500a!8m2!3d13.1215594!4d80.1487372!16s%2Fg%2F11sx0ldjgx!19sChIJDclTwuBjUjoRClBfVo8yqy0?authuser=0&hl=en&rclk=1,croma electronic store in chennai,*****,*****,*****,*****,*****,*****,*****,*****,*****,*****,*****,*****,*****
ChIJA6swlOZjUjoRSjXXE0mqcP8,Croma - Mogappair,5853,Electronics store,"Electronics store, Appliance store, Computer accessories store, Refrigerator store",4.6,"Plot No B24, Industrial Plot, opposite Fashion Look, Jayalalitha Nagar West, Mogappair, Tamil Nadu 600037",https://www.google.com/maps/place/Croma+-+Mogappair/data=!4m7!3m6!1s0x3a5263e69430ab03:0xff70aa4913d7354a!8m2!3d13.085627!4d80.1695593!16s%2Fg%2F11f29_mndc!19sChIJA6swlOZjUjoRSjXXE0mqcP8?authuser=0&hl=en&rclk=1,croma electronic store in chennai,*****,*****,*****,*****,*****,*****,*****,*****,*****,*****,*****,*****,*****
ChIJ09Poy3RdUjoRjB0BYCnnvmY,Croma - BSR Mall,3913,Electronics store,"Electronics store, Appliance store, Computer accessories store, Refrigerator store",4.6,"No 1/609, Bsr Mall, Old Mahabalipuram Road, Seevaram, Thoraipakkam, Chennai, Tamil Nadu 600096",https://www.google.com/maps/place/Croma+-+BSR+Mall/data=!4m7!3m6!1s0x3a525d74cbe8d3d3:0x66bee72960011d8c!8m2!3d12.9496024!4d80.2404088!16s%2Fg%2F11ff0wynn2!19sChIJ09Poy3RdUjoRjB0BYCnnvmY?authuser=0&hl=en&rclk=1,croma electronic store in chennai,*****,*****,*****,*****,*****,*****,*****,*****,*****,*****,*****,*****,*****
ChIJn321DKxfUjoRWeyZ4oW7uM0,Croma - Thiruvanchery,950,Electronics store,"Electronics store, Appliance store, Computer accessories store, Refrigerator store",4.9,"No 70, 2, 3A, Agaram Main Rd, Puthur, Tiruvanchery, Selaiyur, Kanchipuram, Chennai, Tamil Nadu 600126",https://www.google.com/maps/place/Croma+-+Thiruvanchery/data=!4m7!3m6!1s0x3a525fac0cb57d9f:0xcdb8bb85e299ec59!8m2!3d12.8984755!4d80.1415278!16s%2Fg%2F11vr43_r2w!19sChIJn321DKxfUjoRWeyZ4oW7uM0?authuser=0&hl=en&rclk=1,croma electronic store in chennai,*****,*****,*****,*****,*****,*****,*****,*****,*****,*****,*****,*****,*****
ChIJi___DxpmUjoRabAylyC8yTU,Croma - Mount Road,10286,Electronics store,"Electronics store, Appliance store, Computer accessories store, Refrigerator store",4.7,"No 826, Ground Floor, Tarapore Towers, Anna Salai, Triplicane, Chennai, Tamil Nadu 600002",https://www.google.com/maps/place/Croma+-+Mount+Road/data=!4m7!3m6!1s0x3a52661a0fffff8b:0x35c9bc209732b069!8m2!3d13.0666451!4d80.2686657!16s%2Fg%2F11b7q30f30!19sChIJi___DxpmUjoRabAylyC8yTU?authuser=0&hl=en&rclk=1,croma electronic store in chennai,*****,*****,*****,*****,*****,*****,*****,*****,*****,*****,*****,*****,*****
ChIJ40lXze9nUjoR4pFEZ0z2ic8,Croma - Alwarpet,3357,Electronics store,"Electronics store, Appliance store, Computer accessories store, Refrigerator store",4.9,"73 Blk, DN, Plot No 8A, RS 1595/8, 33, TT Krishnamachari Rd, CTT Colony, Alwarpet, Chennai, Tamil Nadu 600018",https://www.google.com/maps/place/Croma+-+Alwarpet/data=!4m7!3m6!1s0x3a5267efcd5749e3:0xcf89f64c674491e2!8m2!3d13.0420564!4d80.2592913!16s%2Fg%2F11rxtwns5w!19sChIJ40lXze9nUjoR4pFEZ0z2ic8?authuser=0&hl=en&rclk=1,croma electronic store in chennai,*****,*****,*****,*****,*****,*****,*****,*****,*****,*****,*****,*****,*****
ChIJP1cfLFZnUjoRbvsT0bPCjQE,Croma - Adyar,2593,Electronics store,"Electronics store, Appliance store, Computer accessories store, Refrigerator store",4.8,"No 36, Jamals Diamond Plaza, Lattice Brg Rd, Parameshwari Nagar, Adyar, Chennai, Tamil Nadu 600020",https://www.google.com/maps/place/Croma+-+Adyar/data=!4m7!3m6!1s0x3a5267562c1f573f:0x18dc2b3d113fb6e!8m2!3d13.002104!4d80.2567581!16s%2Fg%2F11pls9symc!19sChIJP1cfLFZnUjoRbvsT0bPCjQE?authuser=0&hl=en&rclk=1,croma electronic store in chennai,*****,*****,*****,*****,*****,*****,*****,*****,*****,*****,*****,*****,*****
ChIJLaaNP9FnUjoRPUetTKG8Lek,Croma - Citi Centre Mall,1258,Electronics store,"Electronics store, Appliance store, Computer accessories store, Refrigerator store",4.9,"No 10 & 11, Citi Centre, Dr Radha Krishnan Salai, Loganathan Colony, Mylapore, Chennai, Tamil Nadu 600004",https://www.google.com/maps/place/Croma+-+Citi+Centre+Mall/data=!4m7!3m6!1s0x3a5267d13f8da62d:0xe92dbca14cad473d!8m2!3d13.042878!4d80.2737593!16s%2Fg%2F11trzw4t9x!19sChIJLaaNP9FnUjoRPUetTKG8Lek?authuser=0&hl=en&rclk=1,croma electronic store in chennai,*****,*****,*****,*****,*****,*****,*****,*****,*****,*****,*****,*****,*****
